year,grid_id,central_lat,central_lon,total_flood_event,total_damages,primary_admin1,unique_locations,avg_duration,avg_damage_per_flood,event_summary
1978,-37_144,-37,144,1,14339.0,Victoria,Eastern parts of Victoria,,14339.0,"In 1978: 1 events (1 floods), total damages: 14339.0 ('000 US$)"
1978,21_105,21,105,1,,Hoa Binh,Mekong Delta,,,"In 1978: 1 events (1 floods), total damages: N/A ('000 US$)"
1978,12_125,12,125,1,,Eastern Samar,Jipapad,0.0,,"In 1978: 1 events (1 floods), total damages: N/A ('000 US$)"
1978,-46_168,-46,168,1,,Southland,Southland county,0.0,,"In 1978: 1 events (1 floods), total damages: N/A ('000 US$)"
1978,4_97,4,97,1,,Aceh,Aceh,0.0,,"In 1978: 1 events (1 floods), total damages: N/A ('000 US$)"
1978,38_139,38,139,1,,Niigata,Niigata,,,"In 1978: 1 events (1 floods), total damages: N/A ('000 US$)"
1978,24_88,24,88,1,4154.0,West Bengal,West Bengal,,4154.0,"In 1978: 1 events (1 floods), total damages: 4154.0 ('000 US$)"
1978,12_43,12,43,1,,Djibouti,Djibouti city,,,"In 1978: 1 events (1 floods), total damages: N/A ('000 US$)"
1978,9_-79,9,-79,1,,Panama,Panama city,0.0,,"In 1978: 1 events (1 floods), total damages: N/A ('000 US$)"
1978,-7_-77,-7,-77,1,8308.0,San Martin,San Martin,0.0,8308.0,"In 1978: 1 events (1 floods), total damages: 8308.0 ('000 US$)"
1978,22_114,22,114,1,,Sha Tin,Shatin,0.0,,"In 1978: 1 events (1 floods), total damages: N/A ('000 US$)"
1978,-17_37,-17,37,1,261693.0,Zambezia,Zambesi valley,,261693.0,"In 1978: 1 events (1 floods), total damages: 261693.0 ('000 US$)"
1978,-8_113,-8,113,1,,Jawa Timur,East Java,,,"In 1978: 1 events (1 floods), total damages: N/A ('000 US$)"
1978,2_104,2,104,1,,Johor,Johore Bahru,,,"In 1978: 1 events (1 floods), total damages: N/A ('000 US$)"
1978,-32_147,-32,147,1,71687.0,New South Wales, New South Wales,,71687.0,"In 1978: 1 events (1 floods), total damages: 71687.0 ('000 US$)"
1978,-15_29,-15,29,1,831.0,Lusaka,Lusaka,,831.0,"In 1978: 1 events (1 floods), total damages: 831.0 ('000 US$)"
1978,43_6,43,6,1,,Provence-Alpes-Cote D'Azur,Marseilles,,,"In 1978: 1 events (1 floods), total damages: N/A ('000 US$)"
1978,10_80,10,80,1,,Jaffna,Jaffna Peninsula,,,"In 1978: 1 events (1 floods), total damages: N/A ('000 US$)"
1978,15_33,15,33,1,103846.0,Al Jazirah,Gezira province,,103846.0,"In 1978: 1 events (1 floods), total damages: 103846.0 ('000 US$)"
1979,11_78,11,78,1,,Tamil Nadu,Tamil Nadu,,,"In 1979: 1 events (1 floods), total damages: N/A ('000 US$)"
1979,55_-97,55,-97,1,70939.0,Manitoba,Manitoba,,70939.0,"In 1979: 1 events (1 floods), total damages: 70939.0 ('000 US$)"
1979,19_-96,19,-96,1,,Veracruz,Veracruz,,,"In 1979: 1 events (1 floods), total damages: N/A ('000 US$)"
1979,-7_108,-7,108,1,,Jawa Barat,West Java,,,"In 1979: 1 events (1 floods), total damages: N/A ('000 US$)"
1979,-18_-45,-18,-45,1,,Minas Gerais,Minas Gerais,,,"In 1979: 1 events (1 floods), total damages: N/A ('000 US$)"
1979,33_-17,33,-17,1,112010.0,Madeira,Madeira Island,,112010.0,"In 1979: 1 events (1 floods), total damages: 112010.0 ('000 US$)"
1979,26_97,26,97,1,,Kachin,Kachin state,,,"In 1979: 1 events (1 floods), total damages: N/A ('000 US$)"
1979,39_-4,39,-4,1,,Castilla-La Mancha,Valdepenas,0.0,,"In 1979: 1 events (1 floods), total damages: N/A ('000 US$)"
1979,-8_33,-8,33,1,,Mbeya,Mbeya,,,"In 1979: 1 events (1 floods), total damages: N/A ('000 US$)"
1979,26_86,26,86,1,,Bihar,Bihar,0.0,,"In 1979: 1 events (1 floods), total damages: N/A ('000 US$)"
1979,33_10,33,10,1,,Medenine,Medenine,0.0,,"In 1979: 1 events (1 floods), total damages: N/A ('000 US$)"
1979,-9_122,-9,122,1,11948.0,Nusa Tenggara Timur,Flores Island,0.0,11948.0,"In 1979: 1 events (1 floods), total damages: 11948.0 ('000 US$)"
1979,0_111,0,111,1,,Kalimantan Barat,Borneo,,,"In 1979: 1 events (1 floods), total damages: N/A ('000 US$)"
1979,-27_-55,-27,-55,1,,Misiones, Misiones,,,"In 1979: 1 events (1 floods), total damages: N/A ('000 US$)"
1979,31_-7,31,-7,1,,Souss-Massa-Draa,Ouarzazate,0.0,,"In 1979: 1 events (1 floods), total damages: N/A ('000 US$)"
1979,26_93,26,93,1,,Assam,Assam,,,"In 1979: 1 events (1 floods), total damages: N/A ('000 US$)"
1979,7_125,7,125,1,26072.0,North Cotabato,Cotabato,0.0,26072.0,"In 1979: 1 events (1 floods), total damages: 26072.0 ('000 US$)"
1980,-37_-61,-37,-61,1,,Buenos Aires,Buenos Aires province,0.0,,"In 1980: 1 events (1 floods), total damages: N/A ('000 US$)"
1980,21_-102,21,-102,1,,Jalisco,Arandas,0.0,,"In 1980: 1 events (1 floods), total damages: N/A ('000 US$)"
1980,22_105,22,105,1,,Phu Tho, Phu Khanh  provinces,,,"In 1980: 1 events (1 floods), total damages: N/A ('000 US$)"
1980,21_84,21,84,1,,Odisha,Orissa,,,"In 1980: 1 events (1 floods), total damages: N/A ('000 US$)"
1980,47_15,47,15,1,,Steiermark,Styria province,0.0,,"In 1980: 1 events (1 floods), total damages: N/A ('000 US$)"
1980,10_123,10,123,1,,Cebu,Mindanao,,,"In 1980: 1 events (1 floods), total damages: N/A ('000 US$)"
1980,16_105,16,105,1,196302.0,Amnat Charoen,Amnat Charoen,0.0,196302.0,"In 1980: 1 events (1 floods), total damages: 196302.0 ('000 US$)"
1980,47_-120,47,-120,1,,Washington,Washington state,0.0,,"In 1980: 1 events (1 floods), total damages: N/A ('000 US$)"
1980,-11_-42,-11,-42,1,,Bahia, Central,,,"In 1980: 1 events (1 floods), total damages: N/A ('000 US$)"
1980,32_117,32,117,2,526101.0,Anhui," Anhui, Anhui province",,263050.5,"In 1980: 2 events (2 floods), total damages: 526101.0 ('000 US$)"
1980,37_-120,37,-120,1,1150847.0,California,South California,0.0,1150847.0,"In 1980: 1 events (1 floods), total damages: 1150847.0 ('000 US$)"
1980,31_49,31,49,2,,Khuzestan,Khuzestan,,,"In 1980: 2 events (2 floods), total damages: N/A ('000 US$)"
1980,-46_168,-46,168,1,,Southland,Mataura Borough,0.0,,"In 1980: 1 events (1 floods), total damages: N/A ('000 US$)"
1980,-6_106,-6,106,1,11180.0,Banten,Banten,0.0,11180.0,"In 1980: 1 events (1 floods), total damages: 11180.0 ('000 US$)"
1980,-14_-65,-14,-65,1,,El Beni,Beni department,,,"In 1980: 1 events (1 floods), total damages: N/A ('000 US$)"
1980,23_72,23,72,1,,Gujarat,Gujarat,,,"In 1980: 1 events (1 floods), total damages: N/A ('000 US$)"
1980,-18_-45,-18,-45,1,,Minas Gerais,Minas Gerais state,,,"In 1980: 1 events (1 floods), total damages: N/A ('000 US$)"
1980,26_86,26,86,1,1052203.0,Bihar, Bihar,,1052203.0,"In 1980: 1 events (1 floods), total damages: 1052203.0 ('000 US$)"
1980,33_-112,33,-112,1,,Arizona,Phoenix,0.0,,"In 1980: 1 events (1 floods), total damages: N/A ('000 US$)"
1980,31_112,31,112,1,,Hubei,Hubei province,0.0,,"In 1980: 1 events (1 floods), total damages: N/A ('000 US$)"
1980,-13_-72,-13,-72,1,,Cusco,Cuzco,,,"In 1980: 1 events (1 floods), total damages: N/A ('000 US$)"
1980,31_103,31,103,1,,Sichuan,Sichuan province,,,"In 1980: 1 events (1 floods), total damages: N/A ('000 US$)"
1980,-45_169,-45,169,1,,Otago,Silverpeaks,0.0,,"In 1980: 1 events (1 floods), total damages: N/A ('000 US$)"
1980,26_93,26,93,1,,Assam,Assam,,,"In 1980: 1 events (1 floods), total damages: N/A ('000 US$)"
1981,-8_113,-8,113,1,6556.0,Jawa Timur,Mont Semeru,0.0,6556.0,"In 1981: 1 events (1 floods), total damages: 6556.0 ('000 US$)"
1981,36_96,36,96,1,,Qinghai,Quinghai province,0.0,,"In 1981: 1 events (1 floods), total damages: N/A ('000 US$)"
1981,-33_21,-33,21,1,2980.0,Western Cape,Laingsburg,,2980.0,"In 1981: 1 events (1 floods), total damages: 2980.0 ('000 US$)"
1981,-22_-43,-22,-43,1,,Rio De Janeiro,Rio de Janeiro state,0.0,,"In 1981: 1 events (1 floods), total damages: N/A ('000 US$)"
1981,14_122,14,122,1,,Quezon,Lucena,0.0,,"In 1981: 1 events (1 floods), total damages: N/A ('000 US$)"
1981,-2_133,-2,133,1,,Papua Barat,Solo Valley ,0.0,,"In 1981: 1 events (1 floods), total damages: N/A ('000 US$)"
1981,35_109,35,109,1,3576174.0,Shaanxi,Shaanxi province,,3576174.0,"In 1981: 1 events (1 floods), total damages: 3576174.0 ('000 US$)"
1981,39_-9,39,-9,1,,Lisboa,Lisbon,0.0,,"In 1981: 1 events (1 floods), total damages: N/A ('000 US$)"
1981,14_46,14,46,1,47682.0,Abyan,Abyan,,47682.0,"In 1981: 1 events (1 floods), total damages: 47682.0 ('000 US$)"
1981,-27_150,-27,150,1,,Queensland,Dalby,,,"In 1981: 1 events (1 floods), total damages: N/A ('000 US$)"
1981,12_-13,12,-13,1,,Boke, Kama,,,"In 1981: 1 events (1 floods), total damages: N/A ('000 US$)"
1981,12_43,12,43,1,,Djibouti,Djibouti city,0.0,,"In 1981: 1 events (1 floods), total damages: N/A ('000 US$)"
1981,8_126,8,126,1,,Davao Del Norte,Davao del Norte,0.0,,"In 1981: 1 events (1 floods), total damages: N/A ('000 US$)"
1981,6_44,6,44,1,,Somali,Kalafo,,,"In 1981: 1 events (1 floods), total damages: N/A ('000 US$)"
1981,36_5,36,5,1,,Setif,El Elma,0.0,,"In 1981: 1 events (1 floods), total damages: N/A ('000 US$)"
1981,32_60,32,60,1,,South Khorasan,Korassan,0.0,,"In 1981: 1 events (1 floods), total damages: N/A ('000 US$)"
1981,23_113,23,113,1,,Guangdong,Guangdong province,,,"In 1981: 1 events (1 floods), total damages: N/A ('000 US$)"
1981,-37_144,-37,144,1,,Victoria,Victoria,,,"In 1981: 1 events (1 floods), total damages: N/A ('000 US$)"
1981,-38_175,-38,175,1,,Waikato,Ohinemuri,0.0,,"In 1981: 1 events (1 floods), total damages: N/A ('000 US$)"
1981,4_45,4,45,1,,Hiiraan,Hiran,,,"In 1981: 1 events (1 floods), total damages: N/A ('000 US$)"
1981,-6_107,-6,107,1,,Jakarta Raya,Jarkarta,0.0,,"In 1981: 1 events (1 floods), total damages: N/A ('000 US$)"
1981,-23_145,-23,145,1,33613.0,Queensland,Queensland,,33613.0,"In 1981: 1 events (1 floods), total damages: 33613.0 ('000 US$)"
1981,9_80,9,80,1,,Mannar,Northern,0.0,,"In 1981: 1 events (1 floods), total damages: N/A ('000 US$)"
1981,31_103,31,103,2,3278159.0,Sichuan,"Sichuan, Sichuan province",0.0,1639079.5,"In 1981: 2 events (2 floods), total damages: 3278159.0 ('000 US$)"
1981,45_-1,45,-1,1,,Nouvelle-Aquitaine,Gironde,0.0,,"In 1981: 1 events (1 floods), total damages: N/A ('000 US$)"
1982,7_124,7,124,1,,Maguindanao,Maguindanao,,,"In 1982: 1 events (1 floods), total damages: N/A ('000 US$)"
1982,-13_-72,-13,-72,1,,Cusco,Cuzco,0.0,,"In 1982: 1 events (1 floods), total damages: N/A ('000 US$)"
1982,-4_102,-4,102,1,,Bengkulu,Bengkulu,0.0,,"In 1982: 1 events (1 floods), total damages: N/A ('000 US$)"
1982,14_46,14,46,1,2737777.0,Abyan,Abyan,0.0,2737777.0,"In 1982: 1 events (1 floods), total damages: 2737777.0 ('000 US$)"
1982,-14_-65,-14,-65,1,1123190.0,El Beni,Beni,,1123190.0,"In 1982: 1 events (1 floods), total damages: 1123190.0 ('000 US$)"
1982,7_2,7,2,1,,Mono,Mono,0.0,,"In 1982: 1 events (1 floods), total damages: N/A ('000 US$)"
1982,38_-1,38,-1,1,1769025.0,Comunidad Valenciana,Alicante,0.0,1769025.0,"In 1982: 1 events (1 floods), total damages: 1769025.0 ('000 US$)"
1982,14_-90,14,-90,1,786233.0,Ahuachapan,Ahuachapan,0.0,786233.0,"In 1982: 1 events (1 floods), total damages: 786233.0 ('000 US$)"
1982,-2_133,-2,133,1,,Papua Barat,Irian Jaya,0.0,,"In 1982: 1 events (1 floods), total damages: N/A ('000 US$)"
1982,53_20,53,20,1,148823.0,Mazowieckie,Plock,,148823.0,"In 1982: 1 events (1 floods), total damages: 148823.0 ('000 US$)"
1982,31_112,31,112,1,,Hubei,Hubei province,,,"In 1982: 1 events (1 floods), total damages: N/A ('000 US$)"
1982,8_81,8,81,1,,Matale,Matale,0.0,,"In 1982: 1 events (1 floods), total damages: N/A ('000 US$)"
1982,35_10,35,10,1,252718.0,Sfax,Sfax,0.0,252718.0,"In 1982: 1 events (1 floods), total damages: 252718.0 ('000 US$)"
1982,22_114,22,114,1,,Islands,  Lantau Isl.,,,"In 1982: 1 events (1 floods), total damages: N/A ('000 US$)"
1982,-8_33,-8,33,1,,Mbeya,Mbeya region,0.0,,"In 1982: 1 events (1 floods), total damages: N/A ('000 US$)"
1982,24_89,24,89,1,,Khulna,Kushtia,0.0,,"In 1982: 1 events (1 floods), total damages: N/A ('000 US$)"
1982,2_-78,2,-78,1,,Narino,Narino province,0.0,,"In 1982: 1 events (1 floods), total damages: N/A ('000 US$)"
1982,33_130,33,130,1,89855.0,Naoasaki,Nagasaki,0.0,89855.0,"In 1982: 1 events (1 floods), total damages: 89855.0 ('000 US$)"
1982,37_-120,37,-120,1,95190.0,California,California,0.0,95190.0,"In 1982: 1 events (1 floods), total damages: 95190.0 ('000 US$)"
1982,23_113,23,113,1,,Guangdong,Guangdong province,0.0,,"In 1982: 1 events (1 floods), total damages: N/A ('000 US$)"
1982,-25_-55,-25,-55,1,,Alto Parana,Parana ,,,"In 1982: 1 events (1 floods), total damages: N/A ('000 US$)"
1982,-34_-71,-34,-71,1,,Region Metropolitana De Santiago,Mapocho river,0.0,,"In 1982: 1 events (1 floods), total damages: N/A ('000 US$)"
1982,37_8,37,8,1,,Annaba,Annaba,0.0,,"In 1982: 1 events (1 floods), total damages: N/A ('000 US$)"
1982,-3_115,-3,115,1,,Kalimantan Selatan,South Borneo,,,"In 1982: 1 events (1 floods), total damages: N/A ('000 US$)"
1982,34_114,34,114,1,,Henan, Henan provinces,,,"In 1982: 1 events (1 floods), total damages: N/A ('000 US$)"
1982,8_125,8,125,1,,Bukidnon,Northen Mindanao,0.0,,"In 1982: 1 events (1 floods), total damages: N/A ('000 US$)"
1982,8_126,8,126,1,168.0,Davao Del Norte,Davao Del Norte,0.0,168.0,"In 1982: 1 events (1 floods), total damages: 168.0 ('000 US$)"
1982,40_116,40,116,1,,Hebei,Hebei province,,,"In 1982: 1 events (1 floods), total damages: N/A ('000 US$)"
1982,42_-73,42,-73,1,,Connecticut,Southern Connecticut,,,"In 1982: 1 events (1 floods), total damages: N/A ('000 US$)"
1982,19_-98,19,-98,1,,Puebla,Pueblo state,,,"In 1982: 1 events (1 floods), total damages: N/A ('000 US$)"
1983,38_-7,38,-7,1,,Andalucia,San Juan Del Puerto,0.0,,"In 1983: 1 events (1 floods), total damages: N/A ('000 US$)"
1983,14_-12,14,-12,1,3825.0,Tambacounda,Matam-Bakel,0.0,3825.0,"In 1983: 1 events (1 floods), total damages: 3825.0 ('000 US$)"
1983,14_101,14,101,1,,Bangkok Metropolis,Bangkok,,,"In 1983: 1 events (1 floods), total damages: N/A ('000 US$)"
1983,51_7,51,7,1,,Nordrhein-Westfalen,Bonn,0.0,,"In 1983: 1 events (1 floods), total damages: N/A ('000 US$)"
1983,55_137,55,137,1,,Khabarovsk,Khabarovsk,0.0,,"In 1983: 1 events (1 floods), total damages: N/A ('000 US$)"
1983,-41_173,-41,173,1,,Tasman,Tasman,0.0,,"In 1983: 1 events (1 floods), total damages: N/A ('000 US$)"
1983,4_97,4,97,1,,Aceh,Aceh,,,"In 1983: 1 events (1 floods), total damages: N/A ('000 US$)"
1983,46_9,46,9,1,,Ticino,Sopraceneri,0.0,,"In 1983: 1 events (1 floods), total damages: N/A ('000 US$)"
1983,31_72,31,72,1,,Punjab,Punjab province,0.0,,"In 1983: 1 events (1 floods), total damages: N/A ('000 US$)"
1983,-6_144,-6,144,1,,Western Highlands,Western Highlands,0.0,,"In 1983: 1 events (1 floods), total damages: N/A ('000 US$)"
1983,-8_110,-8,110,1,19063.0,Yogyakarta, Yogyakarta,,19063.0,"In 1983: 1 events (1 floods), total damages: 19063.0 ('000 US$)"
1983,43_-3,43,-3,1,10610259.0,Pais Vasco,Bilbao,0.0,10610259.0,"In 1983: 1 events (1 floods), total damages: 10610259.0 ('000 US$)"
1983,43_-1,43,-1,1,14963.0,Nouvelle-Aquitaine,Basque region,,14963.0,"In 1983: 1 events (1 floods), total damages: 14963.0 ('000 US$)"
1983,34_-112,34,-112,1,272058.0,Arizona,Arizona,0.0,272058.0,"In 1983: 1 events (1 floods), total damages: 272058.0 ('000 US$)"
1983,16_36,16,36,1,,Kassala,Kassala,0.0,,"In 1983: 1 events (1 floods), total damages: N/A ('000 US$)"
1983,29_80,29,80,1,27206.0,Far-Western, Dandeldhura,,27206.0,"In 1983: 1 events (1 floods), total damages: 27206.0 ('000 US$)"
1983,53_-72,53,-72,1,157794.0,Quebec,Quebec,0.0,157794.0,"In 1983: 1 events (1 floods), total damages: 157794.0 ('000 US$)"
1983,28_88,28,88,1,,Sikkim, Central Sikkim,,,"In 1983: 1 events (1 floods), total damages: N/A ('000 US$)"
1983,39_-9,39,-9,1,258455.0,Lisboa,Cascais,0.0,258455.0,"In 1983: 1 events (1 floods), total damages: 258455.0 ('000 US$)"
1983,11_78,11,78,1,,Tamil Nadu,Tamil Nadu,,,"In 1983: 1 events (1 floods), total damages: N/A ('000 US$)"
1983,55_21,55,21,1,,Kaliningrad,Kaliningrad,0.0,,"In 1983: 1 events (1 floods), total damages: N/A ('000 US$)"
1983,-7_147,-7,147,1,32375.0,Morobe,Lae ,,32375.0,"In 1983: 1 events (1 floods), total damages: 32375.0 ('000 US$)"
1983,48_7,48,7,1,,Grand Est,Alsace,0.0,,"In 1983: 1 events (1 floods), total damages: N/A ('000 US$)"
1983,8_124,8,124,1,8.0,Lanao Del Sur,Lanao del Sur,0.0,8.0,"In 1983: 1 events (1 floods), total damages: 8.0 ('000 US$)"
1983,23_-83,23,-83,1,163235.0,La Habana, Havana,,163235.0,"In 1983: 1 events (1 floods), total damages: 163235.0 ('000 US$)"
1983,-1_123,-1,123,1,,Sulawesi Tengah,Banggai,,,"In 1983: 1 events (1 floods), total damages: N/A ('000 US$)"
1983,-14_-65,-14,-65,1,131676.0,El Beni,Beni department,0.0,131676.0,"In 1983: 1 events (1 floods), total damages: 131676.0 ('000 US$)"
1983,-18_-45,-18,-45,1,32647.0,Minas Gerais,Minas Gerais state,,32647.0,"In 1983: 1 events (1 floods), total damages: 32647.0 ('000 US$)"
1984,40_-75,40,-75,1,91294.0,New Jersey,New Jersey,,91294.0,"In 1984: 1 events (1 floods), total damages: 91294.0 ('000 US$)"
1984,9_-79,9,-79,1,,Panama,Panama City,0.0,,"In 1984: 1 events (1 floods), total damages: N/A ('000 US$)"
1984,-7_110,-7,110,1,,Jawa Tengah,Jawa Tengah,0.0,,"In 1984: 1 events (1 floods), total damages: N/A ('000 US$)"
1984,34_77,34,77,1,,Jammu And Kashmir,Ladakh,0.0,,"In 1984: 1 events (1 floods), total damages: N/A ('000 US$)"
1984,14_101,14,101,1,1043361.0,Bangkok Metropolis,Bangkok,0.0,1043361.0,"In 1984: 1 events (1 floods), total damages: 1043361.0 ('000 US$)"
1984,-26_-51,-26,-51,1,2608404.0,Santa Catarina,Santa Catarina,,2608404.0,"In 1984: 1 events (1 floods), total damages: 2608404.0 ('000 US$)"
1984,26_93,26,93,1,,Assam,Assam,0.0,,"In 1984: 1 events (1 floods), total damages: N/A ('000 US$)"
1984,-15_-68,-15,-68,1,,La Paz,La Paz,,,"In 1984: 1 events (1 floods), total damages: N/A ('000 US$)"
1984,24_88,24,88,1,,West Bengal,W Bengal,,,"In 1984: 1 events (1 floods), total damages: N/A ('000 US$)"
1984,21_-13,21,-13,1,,Adrar,Atar,0.0,,"In 1984: 1 events (1 floods), total damages: N/A ('000 US$)"
1984,-22_-49,-22,-49,1,,Sao Paulo, Sao Paulo,,,"In 1984: 1 events (1 floods), total damages: N/A ('000 US$)"
1984,9_-75,9,-75,1,,Sucre, Sucre,,,"In 1984: 1 events (1 floods), total damages: N/A ('000 US$)"
1984,31_103,31,103,1,,Sichuan,Tongjiang county,0.0,,"In 1984: 1 events (1 floods), total damages: N/A ('000 US$)"
1984,-8_-35,-8,-35,1,,Pernambuco,Recife,,,"In 1984: 1 events (1 floods), total damages: N/A ('000 US$)"
1984,14_0,14,0,1,,Sahel,Gorom-Gorom ,,,"In 1984: 1 events (1 floods), total damages: N/A ('000 US$)"
1984,60_32,60,32,1,,Leningrad,Leningrad,0.0,,"In 1984: 1 events (1 floods), total damages: N/A ('000 US$)"
1984,7_82,7,82,1,,Ampara,Eastern,0.0,,"In 1984: 1 events (1 floods), total damages: N/A ('000 US$)"
1984,-30_-53,-30,-53,1,2608404.0,Rio Grande Do Sul,Rio Grande Do Sul,,2608404.0,"In 1984: 1 events (1 floods), total damages: 2608404.0 ('000 US$)"
1984,37_127,37,127,1,430387.0,Chungcheongnam-Do,Chungchongdo,0.0,430387.0,"In 1984: 1 events (1 floods), total damages: 430387.0 ('000 US$)"
1984,7_80,7,80,2,,Colombo," Colombo, Kalutara",0.0,,"In 1984: 2 events (2 floods), total damages: N/A ('000 US$)"
1984,25_67,25,67,1,,Sind,Karachi,,,"In 1984: 1 events (1 floods), total damages: N/A ('000 US$)"
1984,-32_147,-32,147,1,7825.0,New South Wales,Sydney area,0.0,7825.0,"In 1984: 1 events (1 floods), total damages: 7825.0 ('000 US$)"
1984,-7_108,-7,108,2,3913.0,Jawa Barat,"Bandung Region, West Java",0.0,1956.5,"In 1984: 2 events (2 floods), total damages: 3913.0 ('000 US$)"
1984,30_-111,30,-111,1,,Sonora,Sonora,,,"In 1984: 1 events (1 floods), total damages: N/A ('000 US$)"
1984,-7_-37,-7,-37,1,,Paraiba,Paraiba state,,,"In 1984: 1 events (1 floods), total damages: N/A ('000 US$)"
1984,-46_168,-46,168,1,52168.0,Southland,Invercargil,2.0,52168.0,"In 1984: 1 events (1 floods), total damages: 52168.0 ('000 US$)"
1984,50_5,50,5,1,,Wallonie,Vallée de la Meuse,,,"In 1984: 1 events (1 floods), total damages: N/A ('000 US$)"
1985,40_-83,40,-83,1,30481.0,Ohio,Ohio,,30481.0,"In 1985: 1 events (1 floods), total damages: 30481.0 ('000 US$)"
1985,-38_175,-38,175,1,,Waikato,Thames Valley,0.0,,"In 1985: 1 events (1 floods), total damages: N/A ('000 US$)"
1985,27_81,27,81,2,2035422.0,Uttar Pradesh,Uttar Pradesh,,1017711.0,"In 1985: 2 events (2 floods), total damages: 2035422.0 ('000 US$)"
1985,46_-88,46,-88,1,1008.0,Michigan,Marquette county,0.0,1008.0,"In 1985: 1 events (1 floods), total damages: 1008.0 ('000 US$)"
1985,-29_29,-29,29,1,,Mokhotlong,Mokhotlong district,0.0,,"In 1985: 1 events (1 floods), total damages: N/A ('000 US$)"
1985,1_125,1,125,1,,Sulawesi Utara,Northern Sulawesi,0.0,,"In 1985: 1 events (1 floods), total damages: N/A ('000 US$)"
1985,11_-5,11,-5,1,,Cascades,Banfora region,0.0,,"In 1985: 1 events (1 floods), total damages: N/A ('000 US$)"
1985,-1_100,-1,100,1,,Sumatera Barat,West coast  Sumatra,0.0,,"In 1985: 1 events (1 floods), total damages: N/A ('000 US$)"
1985,14_100,14,100,1,9069.0,Ratchaburi,Damnoen Saduak,0.0,9069.0,"In 1985: 1 events (1 floods), total damages: 9069.0 ('000 US$)"
1985,26_93,26,93,1,,Assam,Assam,0.0,,"In 1985: 1 events (1 floods), total damages: N/A ('000 US$)"
1985,29_81,29,81,1,,Far-Western, Accham,,,"In 1985: 1 events (1 floods), total damages: N/A ('000 US$)"
1985,24_92,24,92,1,,Sylhet,Maulvibazar,,,"In 1985: 1 events (1 floods), total damages: N/A ('000 US$)"
1985,46_12,46,12,1,37786.0,Veneto,Dolomites,0.0,37786.0,"In 1985: 1 events (1 floods), total damages: 37786.0 ('000 US$)"
1985,10_123,10,123,1,,Negros Oriental,Tanjay,0.0,,"In 1985: 1 events (1 floods), total damages: N/A ('000 US$)"
1985,15_-16,15,-16,1,,Louga,Lac De Guiers,,,"In 1985: 1 events (1 floods), total damages: N/A ('000 US$)"
1985,11_20,11,20,1,,Salamat,Am Timan,,,"In 1985: 1 events (1 floods), total damages: N/A ('000 US$)"
1985,-35_-58,-35,-58,1,579390.0,Buenos Aires,Almirante Brown,0.0,579390.0,"In 1985: 1 events (1 floods), total damages: 579390.0 ('000 US$)"
1985,-5_-45,-5,-45,1,503817.0,Maranhao, Maranhao,,503817.0,"In 1985: 1 events (1 floods), total damages: 503817.0 ('000 US$)"
