grid_id,lat,lon,total_event_count,earliest_event_year,latest_event_year,total_damages,primary_admin1,unique_locations,avg_duration,avg_damage_per_flood,total_deaths,total_affected,reconstruction_costs,predominant_subtype,ofda_response_count,predominant_river_basin,flood_recurrence_interval,event_summary,severity_score
-19_47,-19,47,4,1986,2015,220949.0,Antananarivo,"Antananarivo, Antananarivo area",3.25,55237.25,49.0,108593.0,,Coastal flood,0,"Ikopa, Sisaony, Mamba",7.25,"4 events (4 floods) from 1986 to 2015, total damages: 220949.0 ('000 US$)",0.03447982834503013
-1_-78,-1,-78,1,2010,2010,,Napo,Tena,0.0,,2.0,6440.0,,Riverine flood,0,Napo river,0.0,"1 events (1 floods) from 2010 to 2010, total damages: 0.0 ('000 US$)",3.311916274756574e-05
-1_-79,-1,-79,1,1997,1997,457478.0,Los Rios,Guayas and Los Rios,,457478.0,218.0,35091.0,,,0,,0.0,"1 events (1 floods) from 1997 to 1997, total damages: 457478.0 ('000 US$)",0.0036604708694360864
-1_-80,-1,-80,1,2001,2001,,Manabi,Manabi province,2.0,,11.0,1200.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2001 to 2001, total damages: 0.0 ('000 US$)",0.00018215539511161157
-1_100,-1,100,3,1985,2012,,Sumatera Barat,"Kuranji, West Sumatra, West coast  Sumatra",0.0,,49.0,4034.0,,Coastal flood,0,,9.0,"3 events (3 floods) from 1985 to 2012, total damages: 0.0 ('000 US$)",0.034144752820648695
-1_101,-1,101,2,2000,2003,53502.0,Sumatera Barat,"Aro Empat Korong, Taratak Teleng",3.0,26751.0,110.0,389721.0,,Riverine flood,1,,1.5,"2 events (2 floods) from 2000 to 2003, total damages: 53502.0 ('000 US$)",0.012472101447496813
-1_117,-1,117,1,2007,2007,,Kalimantan Timur,Balikpapan area,2.0,,4.0,1000.0,,,0,,0.0,"1 events (1 floods) from 2007 to 2007, total damages: 0.0 ('000 US$)",6.623832549513148e-05
-1_120,-1,120,1,2012,2012,,Sulawesi Tengah,Palu City,0.0,,4.0,1045.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2012 to 2012, total damages: 0.0 ('000 US$)",6.623832549513148e-05
-1_121,-1,121,2,2009,2010,,Sulawesi Tengah,Sulawesi Tengah,0.0,,10.0,2855.0,,Flash flood,0,Rante Limbong river,0.5,"2 events (2 floods) from 2009 to 2010, total damages: 0.0 ('000 US$)",0.016832262480404495
-1_123,-1,123,2,1983,2007,,Sulawesi Tengah,Banggai,16.0,,99.0,5389.0,,Riverine flood,0,Solato,12.0,"2 events (2 floods) from 1983 to 2007, total damages: 0.0 ('000 US$)",0.01830606522267117
-1_16,-1,16,3,1994,2002,,Cuvette,"Central and Western Cuvette Regions, Cuvette, Cuvette region",56.0,,2.0,111500.0,,Riverine flood,1,Lower Congo river,2.6666666666666665,"3 events (3 floods) from 1994 to 2002, total damages: 0.0 ('000 US$)",0.033366452496080896
-1_29,-1,29,2,2017,2018,,Nord-Kivu," Selembao, Bihambwe",2.5,,156.0,16260.0,,,0,,0.5,"2 events (2 floods) from 2017 to 2018, total damages: 0.0 ('000 US$)",0.019249961360976793
-1_30,-1,30,3,2001,2017,,Kabale," Rukungiri district, Kabale, Kabale district",32.0,,131.0,723514.0,,Flash flood,0,,5.333333333333333,"3 events (3 floods) from 2001 to 2017, total damages: 0.0 ('000 US$)",0.03550263849329889
-1_32,-1,32,1,2000,2000,,Mwanza,Nyakato,30.0,,36.0,1817.0,,Riverine flood,0,Mirongo,0.0,"1 events (1 floods) from 2000 to 2000, total damages: 0.0 ('000 US$)",0.0005961449294561833
-1_34,-1,34,2,2015,2015,,Homa Bay,Homa Bay,5.5,,26.0,4500.0,,Flash flood,0,,0.0,"2 events (2 floods) from 2015 to 2015, total damages: 0.0 ('000 US$)",0.01709721578238502
-1_35,-1,35,1,2011,2011,,Bomet,South Rift region,23.0,,25.0,91692.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2011 to 2011, total damages: 0.0 ('000 US$)",0.00041398953434457176
-1_36,-1,36,1,2013,2013,,Narok, Narok counties,,,14.0,0.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2013 to 2013, total damages: 0.0 ('000 US$)",0.0002318341392329602
-1_37,-1,37,3,2001,2018,58.0,Nairobi,"Kiambu District, Nairobi",3.3333333333333335,19.333333333333332,31.0,2000.0,,Flash flood,0,"Ngong, Athi rivers",5.666666666666667,"3 events (3 floods) from 2001 to 2018, total damages: 58.0 ('000 US$)",0.02256459882950468
-20_-41,-20,-41,3,2009,2013,628114.0,Espirito Santo,"Espirito Santo, Espirito Santo state",8.0,209371.33333333334,74.0,754300.0,,Riverine flood,0,,1.3333333333333333,"3 events (3 floods) from 2009 to 2013, total damages: 628114.0 ('000 US$)",0.02476064113101437
-20_-42,-20,-42,1,1973,1973,97647.0,Minas Gerais,Caratinga,0.0,97647.0,20.0,0.0,,,0,,0.0,"1 events (1 floods) from 1973 to 1973, total damages: 97647.0 ('000 US$)",0.0004884051471826421
-20_-44,-20,-44,3,2003,2011,2409.0,Minas Gerais," Ouro Preto, Belo Horizonte",17.0,803.0,116.0,40511.0,,Riverine flood,1,Piabanka,2.6666666666666665,"3 events (3 floods) from 2003 to 2011, total damages: 2409.0 ('000 US$)",0.023509418572496093
-20_-55,-20,-55,1,1992,1992,,Mato Grosso Do Sul,Mato Grosso do Sul,6.0,,12.0,1500.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 1992 to 1992, total damages: 0.0 ('000 US$)",0.00019871497648539445
-20_-56,-20,-56,1,2016,2016,112901.0,Mato Grosso Do Sul, Aquidauana,6.0,112901.0,3.0,50500.0,,,0,,0.0,"1 events (1 floods) from 2016 to 2016, total damages: 112901.0 ('000 US$)",0.0003425370448680024
-20_-64,-20,-64,6,1997,2015,857138.0,Chuquisaca,"Chuquisaca, Chuquisoca",49.0,142856.33333333334,257.0,1341234.0,,Riverine flood,4,Pilcomayo,3.0,"6 events (6 floods) from 1997 to 2015, total damages: 857138.0 ('000 US$)",0.060741937207804075
-20_23,-20,23,2,2004,2009,,North-West,"Ngamiland province, North-Western districts",84.0,,60.0,220000.0,,Riverine flood,1,Vuvelai basin,2.5,"2 events (2 floods) from 2004 to 2009, total damages: 0.0 ('000 US$)",0.01766024154909364
-20_24,-20,24,1,2017,2017,,North-West, Etsha 13 ,5.0,,0.0,3250.0,,,0,,0.0,"1 events (1 floods) from 2017 to 2017, total damages: 0.0 ('000 US$)",0.0
-20_31,-20,31,1,2014,2014,22892.0,Masvingo,Chivi,21.0,22892.0,3.0,1002.0,,Flash flood,0,Tokwe river,0.0,"1 events (1 floods) from 2014 to 2014, total damages: 22892.0 ('000 US$)",9.584633703266383e-05
-20_33,-20,33,3,2000,2013,245401.0,Manica," Sussundenga district , Chimanimani, Dombe",42.0,81800.33333333333,107.0,455521.0,,Riverine flood,2,"Buzi, Pungue, Save, Zambèze",4.333333333333333,"3 events (3 floods) from 2000 to 2013, total damages: 245401.0 ('000 US$)",0.024076037469707347
-20_34,-20,34,2,2005,2010,,Sofala,Buzi,32.0,,21.0,46012.0,,Riverine flood,0,"Shire, Ruo, Zamebzi, Pungue, Mutamba, Licungo, Buzi",2.5,"2 events (2 floods) from 2005 to 2010, total damages: 0.0 ('000 US$)",0.017014417875516108
-20_35,-20,35,1,2003,2003,,Sofala,Beira,2.0,,2.0,15000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2003 to 2003, total damages: 0.0 ('000 US$)",3.311916274756574e-05
-20_58,-20,58,1,2013,2013,2326.0,Port Louis,Port-Louis,4.0,2326.0,11.0,82.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2013 to 2013, total damages: 2326.0 ('000 US$)",0.0001277981732043816
-21_-51,-21,-51,1,2005,2005,,Sao Paulo,Aracatuba,13.0,,19.0,10000.0,,Riverine flood,0,Corumbatai,0.0,"1 events (1 floods) from 2005 to 2005, total damages: 0.0 ('000 US$)",0.00031463204610187456
-21_-59,-21,-59,3,1992,2012,4721.0,Alto Paraguay," Upper-Paraguay, Alto Paraguay, Puerto Casado",0.0,1573.6666666666667,0.0,369520.0,,Riverine flood,1,Pilcomayo river,6.666666666666667,"3 events (3 floods) from 1992 to 2012, total damages: 4721.0 ('000 US$)",0.022235147522782734
-21_31,-21,31,1,2013,2013,,Masvingo, Masvingo,,,125.0,9700.0,,Riverine flood,0,"Limpopo, Bubi rivers",0.0,"1 events (1 floods) from 2013 to 2013, total damages: 0.0 ('000 US$)",0.0020699476717228587
-21_32,-21,32,1,2007,2007,,Masvingo,Chiredzi,14.0,,0.0,0.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2007 to 2007, total damages: 0.0 ('000 US$)",0.0
-21_33,-21,33,1,2008,2008,,Manica,Mossurize,22.0,,25.0,3500.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2008 to 2008, total damages: 0.0 ('000 US$)",0.00041398953434457176
-21_35,-21,35,1,2007,2007,,Sofala,Machanga,14.0,,0.0,0.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2007 to 2007, total damages: 0.0 ('000 US$)",0.0
-22_-42,-22,-42,2,2008,2014,,Sao Paulo,"Itaipava, Itaoca",2.5,,29.0,13470.0,,Flash flood,0,Palmital,3.0,"2 events (2 floods) from 2008 to 2014, total damages: 0.0 ('000 US$)",0.01714689452650637
-22_-43,-22,-43,9,1971,2018,3670122.0,Rio De Janeiro,"Nova Friburgo, Novo Friburgo, Rio de Janeiro, Rio de Janeiro state, Rio de Janiero, Teresopolis cities",2.0,407791.3333333333,1470.0,3271164.0,,Riverine flood,3,"Paraiba do Sul, Fuba, Muriae",5.222222222222222,"9 events (9 floods) from 1971 to 2018, total damages: 3670122.0 ('000 US$)",0.11517609231570038
-22_-49,-22,-49,6,1984,2018,50380.0,Sao Paulo," San Paulo,  Sao Paulo, Sao Paulo, Sao Paulo state",4.5,8396.666666666666,253.0,88000.0,,Riverine flood,0,Ribeira do Iguape,5.666666666666667,"6 events (6 floods) from 1984 to 2018, total damages: 50380.0 ('000 US$)",0.058486669412011624
-22_-64,-22,-64,3,1985,2018,,Tarija," Tarija departments, Tarija, Tarija department",5.5,,44.0,197781.0,,Riverine flood,0,,11.0,"3 events (3 floods) from 1985 to 2018, total damages: 0.0 ('000 US$)",0.03406195491377978
-22_26,-22,26,2,1988,2000,7868.0,Central," Serowe/palapye, Central",,3934.0,11.0,150783.0,,Riverine flood,1,,6.0,"2 events (2 floods) from 1988 to 2000, total damages: 7868.0 ('000 US$)",0.011254098430987751
-22_28,-22,28,1,2009,2009,,Central,Bobirwa,52.0,,0.0,3789.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2009 to 2009, total damages: 0.0 ('000 US$)",0.0
-23_-43,-23,-43,6,2001,2013,321469.0,Rio De Janeiro,"Belford Roxo, Duque de Caxias, Niteroi, Xerem",5.0,53578.166666666664,350.0,280594.0,1756.0,Riverine flood,1,"Pereque, Capiravi",2.0,"6 events (6 floods) from 2001 to 2013, total damages: 321469.0 ('000 US$)",0.06030050512364213
-23_-44,-23,-44,3,1992,2009,,Rio De Janeiro,"Angra dos Reis, Barra Mansa",4.333333333333333,,67.0,72048.0,,Riverine flood,0,"Paraiba, Tiete, Maracana, Rio Verde",5.666666666666667,"3 events (3 floods) from 1992 to 2009, total damages: 0.0 ('000 US$)",0.03444282528537679
-23_-46,-23,-46,2,1996,2016,112901.0,Sao Paulo," Guarulhos, Sao Jose dos Campos",2.0,56450.5,45.0,7000.0,,Flash flood,0,Pinheiros,10.0,"2 events (2 floods) from 1996 to 2016, total damages: 112901.0 ('000 US$)",0.011917316434445033
-23_-47,-23,-47,1,1987,1987,147856.0,Sao Paulo,Franco Da Rocha district,0.0,147856.0,95.0,9000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 1987 to 1987, total damages: 147856.0 ('000 US$)",0.0014539937188070978
-23_-57,-23,-57,1,1971,1971,335.0,Concepcion, Concepcion,,335.0,0.0,27000.0,,,1,,0.0,"1 events (1 floods) from 1971 to 1971, total damages: 335.0 ('000 US$)",9.044421511811233e-07
-23_-64,-23,-64,2,1966,2000,985.0,Tarija,Bermejo,1.0,492.5,14.0,7600.0,,Riverine flood,1,"Bermejo, Grande",17.0,"2 events (2 floods) from 1966 to 2000, total damages: 985.0 ('000 US$)",0.011268353123048714
-23_-66,-23,-66,1,2006,2006,,Jujuy, Jujuy,,,0.0,4500.0,,,0,,0.0,"1 events (1 floods) from 2006 to 2006, total damages: 0.0 ('000 US$)",0.0
-23_-69,-23,-69,1,1997,1997,307911.0,Antofagasta,Atacamo,14.0,307911.0,22.0,76800.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 1997 to 1997, total damages: 307911.0 ('000 US$)",0.0010867622389414669
-23_145,-23,145,7,1973,2018,1038421.0,Queensland," Halifax, Queensland, Queensland State, Towsville Area",9.0,148345.85714285713,28.0,13200.0,,Flash flood,1,,6.428571428571429,"7 events (7 floods) from 1973 to 2018, total damages: 1038421.0 ('000 US$)",0.0698218006731012
-23_17,-23,17,1,2006,2006,,Khomas,Windhoek,,,0.0,200.0,,Riverine flood,0,Arebbusch,0.0,"1 events (1 floods) from 2006 to 2006, total damages: 0.0 ('000 US$)",0.0
-23_26,-23,26,1,1995,1995,,Central,Mahalapye,0.0,,20.0,5500.0,,Flash flood,0,,0.0,"1 events (1 floods) from 1995 to 1995, total damages: 0.0 ('000 US$)",0.0003311916274756574
-23_33,-23,33,3,1967,2014,1710270.0,Gaza," Gaza, Limpopo River Valley ",,570090.0,311.0,491500.0,,Riverine flood,1,,15.666666666666666,"3 events (3 floods) from 1967 to 2014, total damages: 1710270.0 ('000 US$)",0.03034295650490103
-24_-59,-24,-59,1,2014,2014,70966.0,Presidente Hayes, Presidente Hayes,23.0,70966.0,0.0,0.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2014 to 2014, total damages: 70966.0 ('000 US$)",0.00019448521057564754
-24_-65,-24,-65,1,2018,2018,,Salta,Salta Province,21.0,,0.0,17000.0,,,0,"Bermejo, Pilcomayo Rivers",0.0,"1 events (1 floods) from 2018 to 2018, total damages: 0.0 ('000 US$)",0.0
-24_149,-24,149,1,2008,2008,346102.0,Queensland,Duaringa,3.0,346102.0,4.0,1200.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2008 to 2008, total damages: 346102.0 ('000 US$)",0.000992718626685643
-24_34,-24,34,1,2000,2000,659643.0,Gaza,Chibuto,61.0,659643.0,800.0,4500000.0,,Riverine flood,1,"Incomati, Umbeluzi, Limpopo, Sabie, Save, Lucite, Buzi",0.0,"1 events (1 floods) from 2000 to 2000, total damages: 659643.0 ('000 US$)",0.010639668889413936
-25_-48,-25,-48,1,2008,2008,,Sao Paulo,Cajati,4.0,,4.0,49506.0,,Riverine flood,0,Ribeira,0.0,"1 events (1 floods) from 2008 to 2008, total damages: 0.0 ('000 US$)",6.623832549513148e-05
-25_-52,-25,-52,6,1965,2015,156965.0,Parana,"Campina do Simao, Parana, South",24.0,26160.833333333332,38.0,677133.0,,Riverine flood,1,Iguacu,8.333333333333334,"6 events (6 floods) from 1965 to 2015, total damages: 156965.0 ('000 US$)",0.05640525052626529
-25_-55,-25,-55,2,1982,2013,,Alto Parana,"Alta Parana, Parana ",28.0,,0.0,146400.0,,Riverine flood,2,"Parana, Paraguay rivers",15.5,"2 events (2 floods) from 1982 to 2013, total damages: 0.0 ('000 US$)",0.016666666666666666
-25_-57,-25,-57,1,2015,2015,,San Pedro,Villa Del Rosario district,22.0,,6.0,76133.0,,Riverine flood,0,Uruguay river,0.0,"1 events (1 floods) from 2015 to 2015, total damages: 0.0 ('000 US$)",9.935748824269723e-05
-25_-58,-25,-58,6,1965,2018,17200.0,Asuncion," Banado Sur,  Chacarita, Asuncion, Pilcomayo",8.0,2866.6666666666665,6.0,124800.0,,Riverine flood,0,Paraguay River's middle basin,8.833333333333334,"6 events (6 floods) from 1965 to 2018, total damages: 17200.0 ('000 US$)",0.055668920798594805
-25_142,-25,142,3,2004,2009,990496.0,Queensland,"Barcoo, Barcoo Shire, Jundah",34.333333333333336,330165.3333333333,7.0,15600.0,,Riverine flood,0,"Flindersn Don, Proserpine, Burdekin, Haughton, Dawson, Diamantina, Thomson, Lower Flinders, Norman, Einasleigh, Einsleigh, Warrego, Landsborough, Barcoo",1.6666666666666667,"3 events (3 floods) from 2004 to 2009, total damages: 990496.0 ('000 US$)",0.025014172422468183
-25_150,-25,150,1,2003,2003,2946.0,Queensland,Wowan,7.0,2946.0,1.0,20.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2003 to 2003, total damages: 2946.0 ('000 US$)",1.9100218996533076e-05
-25_152,-25,152,1,2010,2010,,Queensland,Burnett River at Branyan,9.0,,0.0,1000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2010 to 2010, total damages: 0.0 ('000 US$)",0.0
-25_17,-25,17,1,2006,2006,11412.0,Hardap,Mariental,4.0,11412.0,5.0,2100.0,,Riverine flood,0,"Fish, Schlip, Kub",0.0,"1 events (1 floods) from 2006 to 2006, total damages: 11412.0 ('000 US$)",8.646215493843707e-05
-25_26,-25,26,1,2013,2013,,Gaborone,Tsokootshaa,7.0,,12.0,4210.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2013 to 2013, total damages: 0.0 ('000 US$)",0.00019871497648539445
-25_47,-25,47,1,2005,2005,,Toliary,Taolagnaro area,2.0,,4.0,900.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2005 to 2005, total damages: 0.0 ('000 US$)",6.623832549513148e-05
-26_-49,-26,-49,2,1966,1967,489119.0,Santa Catarina,Guanabara,0.0,244559.5,1158.0,75674.0,,,2,,0.5,"2 events (2 floods) from 1966 to 1967, total damages: 489119.0 ('000 US$)",0.025235639199346648
-26_-51,-26,-51,1,1984,1984,2608404.0,Santa Catarina,Santa Catarina,,2608404.0,10.0,120400.0,,,1,,0.0,"1 events (1 floods) from 1984 to 1984, total damages: 2608404.0 ('000 US$)",0.0072593244900636756
-26_-56,-26,-56,1,2015,2015,,Guaira, Guaira provinces,11.0,,0.0,3700.0,,Riverine flood,0,Rio Paraguay,0.0,"1 events (1 floods) from 2015 to 2015, total damages: 0.0 ('000 US$)",0.0
-26_-58,-26,-58,1,1997,1997,2848.0,Neembucu, Alberdi,,2848.0,0.0,75000.0,,,0,,0.0,"1 events (1 floods) from 1997 to 1997, total damages: 2848.0 ('000 US$)",7.79190616911495e-06
-26_-61,-26,-61,6,1986,2018,2330630.0,Chaco," Pi–eiro, Chaco, Chaco province",33.833333333333336,388438.3333333333,29.0,730692.0,,Riverine flood,2,,5.333333333333333,"6 events (6 floods) from 1986 to 2018, total damages: 2330630.0 ('000 US$)",0.06226333015483204
-26_-69,-26,-69,2,2015,2017,1714875.0,Atacama," Diego de Almagro, Chanaral",9.0,857437.5,180.0,196881.0,,Flash flood,0,Copiapo river,1.0,"2 events (2 floods) from 2015 to 2017, total damages: 1714875.0 ('000 US$)",0.01779826303292255
-26_26,-26,26,1,2006,2006,95435.0,North West,Taung,4.0,95435.0,6.0,4160.0,171444.0,Riverine flood,0,,0.0,"1 events (1 floods) from 2006 to 2006, total damages: 95435.0 ('000 US$)",0.0003277865512139636
-26_28,-26,28,3,1977,2014,349064.0,Gauteng,"Gauteng, Guateng, Johannesburg",39.0,116354.66666666667,119.0,8385.0,,Riverine flood,1,"Jukskei, Klip, Crocodile",12.333333333333334,"3 events (3 floods) from 1977 to 2014, total damages: 349064.0 ('000 US$)",0.02449262680772151
-26_30,-26,30,1,2002,2002,,Mpumalanga,Mpumalanga,2.0,,16.0,2500.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2002 to 2002, total damages: 0.0 ('000 US$)",0.00026495330198052594
-26_32,-26,32,1,1985,1985,1260.0,Maputo,Maputo province,,1260.0,8.0,500000.0,,Riverine flood,1,,0.0,"1 events (1 floods) from 1985 to 1985, total damages: 1260.0 ('000 US$)",9.17573882351217e-05
-27_-49,-27,-49,3,1990,2011,943915.0,Santa Catarina,"Benedito Novo, Blumenau",1.5,314638.3333333333,171.0,2502015.0,677102.0,Riverine flood,0,Itajai river,7.0,"3 events (3 floods) from 1990 to 2011, total damages: 943915.0 ('000 US$)",0.026697020531928538
-27_-55,-27,-55,1,1979,1979,,Misiones, Misiones,,,0.0,20000.0,,,0,,0.0,"1 events (1 floods) from 1979 to 1979, total damages: 0.0 ('000 US$)",0.0
-27_-56,-27,-56,1,1990,1990,,Itapua,Itapua,59.0,,0.0,15000.0,,Riverine flood,1,,0.0,"1 events (1 floods) from 1990 to 1990, total damages: 0.0 ('000 US$)",0.0
-27_-57,-27,-57,1,2009,2009,1036.0,Misiones,Ayolas,31.0,1036.0,0.0,12035.0,,Riverine flood,0,Parana,0.0,"1 events (1 floods) from 2009 to 2009, total damages: 1036.0 ('000 US$)",2.825696538993146e-06
-27_-58,-27,-58,1,2002,2002,,Neembucu,Neembucu department,22.0,,0.0,2765.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2002 to 2002, total damages: 0.0 ('000 US$)",0.0
-27_-67,-27,-67,1,2014,2014,,Catamarca,Catamarca,7.0,,0.0,2000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2014 to 2014, total damages: 0.0 ('000 US$)",0.0
-27_150,-27,150,1,1981,1981,,Queensland,Dalby,,,0.0,0.0,,,0,,0.0,"1 events (1 floods) from 1981 to 1981, total damages: 0.0 ('000 US$)",0.0
-27_153,-27,153,1,1974,1974,32819.0,Queensland,Brisbane,,32819.0,14.0,0.0,,,0,,0.0,"1 events (1 floods) from 1974 to 1974, total damages: 32819.0 ('000 US$)",0.00024449053145487456
-27_32,-27,32,2,2000,2001,79.0,KwaZulu-Natal," Lubombo , Jozini",3.0,39.5,5.0,272312.0,,Flash flood,0,,0.5,"2 events (2 floods) from 2000 to 2001, total damages: 79.0 ('000 US$)",0.011166512529990954
-28_-48,-28,-48,1,1995,1995,5335.0,Santa Catarina,Florianopolis,0.0,5335.0,92.0,30000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 1995 to 1995, total damages: 5335.0 ('000 US$)",0.0010302624353671537
-28_148,-28,148,3,2010,2012,829415.0,Queensland,"Balonne, Dirranbandi, Thallon",27.666666666666668,276471.6666666667,4.0,16000.0,,Riverine flood,0,"Balonne, Bulloo, Condamine, Cooper, Culgoa, Macintyre, Maranoa, Moonie, Namoi, Paroo, Warwick",0.6666666666666666,"3 events (3 floods) from 2010 to 2012, total damages: 829415.0 ('000 US$)",0.02453957311985878
-28_153,-28,153,1,2003,2003,110475.0,New South Wales,Fairfield,0.0,110475.0,0.0,50.0,,Flash flood,0,,0.0,"1 events (1 floods) from 2003 to 2003, total damages: 110475.0 ('000 US$)",0.00030276886194235964
-28_31,-28,31,1,2017,2017,,KwaZulu-Natal, Nquthu ,5.0,,3.0,200.0,,,0,,0.0,"1 events (1 floods) from 2017 to 2017, total damages: 0.0 ('000 US$)",4.967874412134861e-05
-29_-51,-29,-51,1,2000,2000,,Rio Grande Do Sul,Alto Feliz,9.0,,13.0,2000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2000 to 2000, total damages: 0.0 ('000 US$)",0.0002152745578591773
-29_-58,-29,-58,2,1997,2012,,Corrientes,"Corrientes, Corrientes Province",7.0,,6.0,22500.0,,Riverine flood,0,,7.5,"2 events (2 floods) from 1997 to 2012, total damages: 0.0 ('000 US$)",0.016766024154909364
-29_153,-29,153,5,2001,2010,9592776.0,New South Wales,"Ballina, Mullumbimby",14.2,1918555.2,45.0,184121.0,,Riverine flood,0,"Fitzroy, Burnet, Condamine, Balone, Dawson, Mackenzie, Nogoa, Weir rivers",1.8,"5 events (5 floods) from 2001 to 2010, total damages: 9592776.0 ('000 US$)",0.07123246351907579
-29_28,-29,28,1,2011,2011,,Berea,Berea,15.0,,26.0,5000.0,,Riverine flood,0,,0.0,"1 events (1 floods) from 2011 to 2011, total damages: 0.0 ('000 US$)",0.0004305491157183546
-29_29,-29,29,2,1985,1987,,Mokhotlong," other remote mountain areas, Mokhotlong district",0.0,,18.0,180000.0,,Riverine flood,2,,1.0,"2 events (2 floods) from 1985 to 1987, total damages: 0.0 ('000 US$)",0.01696473913139476
-29_31,-29,31,10,1974,2016,1939570.0,KwaZulu-Natal," KwaZulu Natal provinces, KwaZulu Natal, KwaZulu Natal province, Kwazulu, Kwazulu Natal province, Kwazulu-Natal, Kwazulu-Natal province, Natal, Northern Natal province",1.5,193957.0,581.0,88707.0,,Riverine flood,1,56340,4.2,"10 events (10 floods) from 1974 to 2016, total damages: 1939570.0 ('000 US$)",0.11172990918834103
-2_-71,-2,-71,2,1993,2012,73173.0,Amazonas,Amazonas,32.5,36586.5,111.0,88283.0,,Flash flood,0,Taparto,9.5,"2 events (2 floods) from 1993 to 2012, total damages: 73173.0 ('000 US$)",0.012537054142824439
